Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Poireaux et autres légumes alliacés","2017","tonnes","5904.72"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Poireaux et autres légumes alliacés","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Poireaux et autres légumes alliacés","2017","tonnes","128626.14"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Poireaux et autres légumes alliacés","2017","Kcal/personne/jour","1.21"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Poireaux et autres légumes alliacés","2017","g/personne/jour","4.27"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Poireaux et autres légumes alliacés","2017","g/personne/jour","0.07"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Poireaux et autres légumes alliacés","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Poireaux et autres légumes alliacés","2017","million kcal","36581.27"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Poireaux et autres légumes alliacés","2017","tonnes","2032.29"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Poireaux et autres légumes alliacés","2017","tonnes","304.84"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Poires","2017","tonnes","23386"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Poires","2017","tonnes","174592.87"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Poires","2017","tonnes","11125.26"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Poires","2017","tonnes","1384.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Transformés","Poires","2017","tonnes","3556.95"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Poires","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Poires","2017","tonnes","181912.19"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Poires","2017","Kcal/personne/jour","2.95"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Poires","2017","g/personne/jour","6.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Poires","2017","g/personne/jour","0.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Poires","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Poires","2017","million kcal","89046.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Poires","2017","tonnes","647.61"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Poires","2017","tonnes","323.8"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Pois à vache secs","2017","tonnes","226.68"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pois à vache secs","2017","tonnes","93.2"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Pois à vache secs","2017","tonnes","-46.62"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pois à vache secs","2017","tonnes","5.74"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pois à vache secs","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pois à vache secs","2017","tonnes","134.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pois à vache secs","2017","Kcal/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pois à vache secs","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pois à vache secs","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pois à vache secs","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pois à vache secs","2017","million kcal","434.42"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pois à vache secs","2017","tonnes","30.17"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pois à vache secs","2017","tonnes","2.55"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Pois bambara, secs","2017","tonnes","15.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pois bambara, secs","2017","tonnes","26.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Pois bambara, secs","2017","tonnes","2.88"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pois bambara, secs","2017","tonnes","4.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pois bambara, secs","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pois bambara, secs","2017","tonnes","18.71"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pois bambara, secs","2017","Kcal/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pois bambara, secs","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pois bambara, secs","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pois bambara, secs","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pois bambara, secs","2017","million kcal","60.81"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pois bambara, secs","2017","tonnes","3.44"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pois bambara, secs","2017","tonnes","1.2"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Pois cajan, sec","2017","tonnes","125.55"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pois cajan, sec","2017","tonnes","169.75"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Pois cajan, sec","2017","tonnes","100.82"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pois cajan, sec","2017","tonnes","5.42"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pois cajan, sec","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pois cajan, sec","2017","tonnes","63.51"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pois cajan, sec","2017","Kcal/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pois cajan, sec","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pois cajan, sec","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pois cajan, sec","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pois cajan, sec","2017","million kcal","194.34"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pois cajan, sec","2017","tonnes","13.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pois cajan, sec","2017","tonnes","1.14"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Pois chiches, secs","2017","tonnes","880.25"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pois chiches, secs","2017","tonnes","9924.16"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Pois chiches, secs","2017","tonnes","-15.55"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pois chiches, secs","2017","tonnes","2719.14"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Aliments pour animaux","Pois chiches, secs","2017","tonnes","7022.09"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Pois chiches, secs","2017","tonnes","198.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pois chiches, secs","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Pois frais","2017","tonnes","32083"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pois frais","2017","tonnes","10084.56"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pois frais","2017","tonnes","12679.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Pois frais","2017","tonnes","4216.76"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pois frais","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pois frais","2017","tonnes","25271.63"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pois frais","2017","Kcal/personne/jour","0.4"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pois frais","2017","g/personne/jour","0.84"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pois frais","2017","g/personne/jour","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pois frais","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pois frais","2017","million kcal","11991.39"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pois frais","2017","tonnes","959.31"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pois frais","2017","tonnes","55.34"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Pois secs","2017","tonnes","135862.62"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Pois secs","2017","tonnes","298100"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pois secs","2017","tonnes","96197.32"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Pois secs","2017","tonnes","43847.12"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pois secs","2017","tonnes","53070.88"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Aliments pour animaux","Pois secs","2017","tonnes","219000"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Semences","Pois secs","2017","tonnes","29882.88"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Pois secs","2017","tonnes","5800"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Transformés","Pois secs","2017","tonnes","11195.11"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pois secs","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pois secs","2017","tonnes","31501.33"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pois secs","2017","Kcal/personne/jour","3.37"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pois secs","2017","g/personne/jour","1.04"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pois secs","2017","g/personne/jour","0.23"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pois secs","2017","g/personne/jour","0.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pois secs","2017","million kcal","101749.3"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pois secs","2017","tonnes","6993.3"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pois secs","2017","tonnes","567.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Poivre (sous-espèces piper), brut","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Poivre (sous-espèces piper), brut","2017","tonnes","32630.36"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Poivre (sous-espèces piper), brut","2017","tonnes","211.24"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Poivre (sous-espèces piper), brut","2017","tonnes","15482.11"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Poivre (sous-espèces piper), brut","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Poivre (sous-espèces piper), brut","2017","tonnes","16937.01"
